0,1,2,3,4,5,6
@narendramodi,1.25261E+18,Twitter Web App,4/21/2020 14:56,4532,35247,"Wonderful effort by these talented Gujarati artistes. 

https://t.co/8gSd2uIaBW"
@narendramodi,1.25245E+18,Twitter for iPhone,4/21/2020 3:53,4053,28824,"On Civil Services Day, tributes to the great Sardar Patel, who envisioned our administrative framework and emphasis… https://t.co/4sMUPYjJMf"
@narendramodi,1.25245E+18,Twitter for iPhone,4/21/2020 3:53,12125,100127,"Today, on Civil Services Day I convey greetings to all Civil Servants and their families. 

I appreciate their effo… https://t.co/UL51CxLByy"
@narendramodi,1.25222E+18,Twitter Web App,4/20/2020 13:04,7158,51847,"India and Afghanistan share a special friendship, based on ties of history, geography, and culture.  

For long, we… https://t.co/Rn59EhbLZt"
@narendramodi,1.25213E+18,Twitter Web App,4/20/2020 7:08,2609,18502,The special bond between India and Maldives strengthens our resolve to fight this common enemy together.  India wil… https://t.co/YwDDG2sMe2
@narendramodi,1.25213E+18,Twitter Web App,4/20/2020 7:08,5480,51981,"Spoke on phone with H.E. President @ibusolih about the COVID-19 pandemic, and the health and economic challenges it poses for the Maldives."
@narendramodi,1.25189E+18,Twitter for iPhone,4/19/2020 14:52,5117,34991,Thank you President Tokayev @TokayevKZ for your warm words. India and Kazakhstan are strategic partners and coopera… https://t.co/OpiaCeBd4B
@narendramodi,1.25188E+18,Twitter for iPhone,4/19/2020 14:24,9811,67073,"भविष्य में भी दुकानें सोशल डिस्टेंसिंग का पालन करते हुए चलें, हमें यह सुनिश्चित करना है। संकट की घड़ी में इस योगदान… https://t.co/4nPWzQgiu8"
@narendramodi,1.25188E+18,Twitter for iPhone,4/19/2020 14:24,9365,66126,छोटे-छोटे दुकानदारों ने पूरी सामाजिक व्यवस्था को सुचारू बनाए रखने में महत्वपूर्ण योगदान दिया है। समाज और देश इनके इ… https://t.co/Q0ZYjsZdu2
@narendramodi,1.25188E+18,Twitter for iPhone,4/19/2020 14:24,20864,159497,"इस संकट की घड़ी में देशवासी लॉकडाउन का पालन कर पा रहे हैं, इसमें समाज के अनेक वर्गों की सकारात्मक भूमिका है। हम क… https://t.co/p3PRg5h1Mg"
@narendramodi,1.25184E+18,Twitter Web App,4/19/2020 11:29,7702,50559,"As the world battles COVID-19, India’s energetic and innovative youth can show the way in ensuring healthier and pr… https://t.co/CZzhZz9Ke8"
@narendramodi,1.25149E+18,Twitter for iPhone,4/18/2020 12:49,9479,58946,"Among the most important tasks today- be a part of #TeamMaskForce. 

Small but essential precautions can keep us al… https://t.co/MILUyICnA8"
@narendramodi,1.25149E+18,Twitter for iPhone,4/18/2020 12:48,7172,52963,"There is no need to panic.

Please keep taking the proper precautions. Together, we all will certainly defeat the C… https://t.co/hsBqrqKzQA"
@narendramodi,1.25139E+18,Twitter for iPhone,4/18/2020 6:09,5014,36154,"Kudos to all those working round the clock, across the nation, to ensure India’s energy needs are met. https://t.co/52SxN97j6n"
@narendramodi,1.25139E+18,Twitter for iPhone,4/18/2020 6:08,5411,35771,Committed to helping our dynamic small and medium businesses. https://t.co/N4sJQJP9Pf
@narendramodi,1.25139E+18,Twitter for iPhone,4/18/2020 6:07,3245,20467,Ensuring all possible assistance to those who need it. https://t.co/XjQT1JfvZm
@narendramodi,1.25139E+18,Twitter for iPhone,4/18/2020 6:07,13348,71411,"The world is fighting COVID-19 together. 

Humanity will surely overcome this pandemic. https://t.co/7Kgwp1TU6A"
@narendramodi,1.25139E+18,Twitter for iPhone,4/18/2020 6:06,6196,40079,"Proud of the Indian Railways team. 

They’ve been continuously helping our citizens in this crucial hour. https://t.co/LnrYJjpyJz"
@narendramodi,1.25139E+18,Twitter for iPhone,4/18/2020 6:03,1674,0,"RT @RailMinIndia: Indian Railways introduces innovative ideas and registers record landmarks in freight movement

Annapoorna Trains from No…"
